id,y,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
10406,1,0.253137,-0.082439,-0.183442,-0.30138,-0.320245,-0.328317,-0.373327,-0.166611,-0.191887,-0.240005,-0.180397,-0.248683,-0.180878
23571,0,-1.486041,-0.520846,-0.618245,-0.617379,-0.555805,-0.585817,0.326099,-0.029378,-0.074745,0.129571,-0.008303,3.501272,1.731687
9308,1,2.861905,-0.488131,-0.462946,-0.430583,-0.402786,-0.342166,-0.33536,-0.251378,-0.191887,-0.2525,-0.142097,-0.314136,-0.242755
12390,0,0.253137,-0.531982,-0.50691,-0.470094,-0.447476,-0.419754,-0.398413,-0.266472,-0.190281,-0.262723,-0.272954,-0.274864,-0.248381
13386,0,0.253137,1.184832,0.626968,0.685206,0.82387,0.951106,1.02749,-0.082327,-0.105083,-0.092333,-0.060327,-0.039232,-0.095319
8055,0,0.253137,-0.375426,-0.345162,-0.308532,-0.277141,-0.235959,-0.207978,-0.256269,-0.195229,-0.245116,-0.247932,-0.25189,-0.23713
25918,0,0.253137,-0.477076,-0.659244,-0.677929,-0.472285,-0.418059,-0.495117,-0.205553,-0.25699,0.43474,-0.14848,-0.301045,-0.277632
169,0,1.992316,0.28368,0.346691,0.411155,0.52935,0.749071,0.829818,-0.130627,-0.105083,-0.08938,0.330267,-0.052323,-0.293382
26809,1,0.253137,-0.028306,0.001432,-0.065483,0.024048,0.088617,0.13103,-0.238881,-0.172443,0.370332,-0.203696,-0.20208,-0.068374
22965,0,0.253137,-0.429843,-0.285518,0.079293,0.445504,-0.335357,-0.654017,0.261814,0.828057,0.861851,-0.308063,-0.314136,-0.289051
10736,0,0.253137,0.246211,0.00982,-0.24184,-0.186905,-0.138469,-0.10617,-0.212798,-0.191757,-0.211606,-0.234208,-0.236508,-0.012122
8842,0,-1.486041,-0.683813,-0.646317,-0.629708,-0.617284,-0.663059,-0.652724,-0.137812,-0.110118,-0.072,-0.308063,-0.314136,-0.293382
12544,0,0.253137,0.356173,0.406349,0.420931,0.367051,0.42553,0.475663,-0.130627,-0.144145,-0.160489,-0.14848,-0.137412,-0.164003
24345,0,0.253137,0.341669,1.642092,1.738009,1.937488,2.099847,2.209057,6.644593,0.086102,0.072888,0.066892,0.086177,0.061005
6631,0,0.253137,0.278193,0.321302,0.289363,0.394782,0.478642,-0.604784,-0.14874,-0.126784,-0.086654,-0.084647,-0.248683,3.535911
2212,0,0.253137,4.956196,5.459545,5.959833,6.67412,7.314306,7.69134,1.469324,1.045066,0.839132,0.968596,0.994931,3.652803
16349,0,-1.486041,-0.535866,-0.598265,-0.513238,-0.673787,0.154411,-0.588563,0.059435,0.263225,-0.296801,2.8802,-0.062795,0.37821
9713,0,0.253137,-0.347681,-0.219397,-0.307624,-0.461451,-0.644176,-0.652825,0.269179,0.178244,-0.012818,-0.30768,-0.314136,-0.293382
298,0,0.253137,1.249435,1.318161,1.404533,1.63103,1.771191,1.557555,0.049473,-0.036421,0.043979,0.068552,-0.016716,-0.028998
14408,1,0.253137,-0.498099,-0.472219,-0.434491,-0.409626,-0.376593,-0.357055,-0.265567,-0.188545,-0.262382,-0.258401,-0.2729,-0.25665
25530,0,0.253137,2.146214,2.011813,1.978203,1.991676,2.276964,2.114436,0.080687,0.394038,0.043979,0.330267,0.340398,0.100381
19233,1,0.253137,-0.342384,-0.309165,-0.276736,-0.229777,-0.198144,-0.168249,-0.221191,-0.188545,-0.20445,-0.256996,-0.260857,-0.258
26006,1,-0.616452,-0.689503,-0.691068,-0.665888,-0.66216,-0.623813,-0.645067,-0.34176,-0.193362,-0.292826,-0.155055,-0.284224,-0.236961
11875,0,0.253137,-0.276804,-0.20855,-0.195018,-0.118883,-0.037575,0.006167,-0.10044,-0.25699,-0.126411,-0.116564,-0.183229,-0.124626
18295,0,0.253137,-0.674728,-0.680024,-0.677929,-0.663482,-0.650229,-0.652724,-0.294849,-0.25699,-0.263859,-0.295296,-0.314136,-0.293382
10737,0,-0.616452,-0.619563,-0.653047,-0.587083,-0.546588,-0.574237,-0.607387,-0.341942,0.016442,0.009901,-0.308063,-0.137412,0.108819
14026,1,1.992316,-0.123099,-0.084402,-0.008121,0.03325,0.137601,0.148913,-0.221191,-0.083382,-0.296801,-0.052731,-0.314136,-0.164003
28100,1,0.253137,1.778411,1.793077,2.019083,1.985924,2.096804,2.175289,-0.341942,0.358405,-0.296801,0.138768,0.340398,0.381641
4807,0,0.253137,-0.121917,-0.144101,-0.208818,-0.240673,-0.181449,0.018542,-0.220708,-0.12661,-0.126241,-0.180397,-0.244494,-0.180878
11673,0,0.253137,0.455026,0.75189,-0.082874,-0.05641,1.235746,1.590315,1.281798,-0.191887,0.378397,7.060809,1.2502,0.302101
29613,1,-0.616452,-0.690345,-0.680024,-0.672305,-0.672497,-0.650229,-0.652724,-0.294849,-0.25699,-0.296801,-0.258273,-0.314136,-0.293382
2607,0,-0.616452,-0.588559,-0.589961,-0.579094,-0.623657,-0.580816,-0.652724,-0.200904,-0.25699,-0.296801,0.011102,-0.314136,-0.293382
1679,0,0.253137,5.065832,4.85975,3.04779,3.392336,2.840503,1.067135,-0.306501,0.155328,1.41505,-0.03773,-0.18336,1.125629
15078,0,0.253137,-0.238873,-0.202453,-0.173979,-0.673306,-0.64911,-0.638451,-0.221191,-0.213588,-0.296801,-0.250613,-0.314005,-0.194997
29790,0,0.253137,2.830362,3.015669,3.206107,3.631332,3.971512,4.370707,0.261814,0.167264,0.384759,0.3941,1.125838,0.263793
2029,1,0.253137,-0.069863,-0.027357,0.023142,0.122351,0.163014,0.167955,-0.209115,-0.148485,-0.092333,-0.308063,-0.199331,-0.186953
9838,0,-0.616452,-0.162482,-0.11416,-0.308921,-0.582075,-0.438982,-0.6897,-0.160815,0.003422,-0.240005,0.561533,-0.28874,4.038072
15373,0,0.253137,1.37587,1.465423,1.465298,1.528141,1.419031,1.942556,-0.030827,0.177029,0.271165,0.01174,2.958533,-0.012122
18132,0,-1.486041,-0.64022,-0.584088,1.547838,-0.523007,-0.476205,-0.58821,0.119569,6.476462,0.251911,0.425314,-0.060832,-0.094306
29947,0,-0.616452,-0.622049,-0.644786,-0.666306,-0.649694,-0.511865,-0.579042,-0.14234,-0.222008,-0.211606,0.280222,-0.026927,-0.293382
11051,0,-1.486041,-0.695737,-0.691082,-0.67803,-0.648497,-0.663766,-0.653446,-0.341942,-0.25699,-0.20871,-0.308063,-0.314136,-0.293382
21049,1,0.253137,-0.589741,-0.678844,-0.630314,-0.634724,-0.649818,-0.59538,-0.289777,-0.151176,-0.250171,-0.307999,-0.110576,-0.16929
1460,0,0.253137,-0.489937,-0.597675,-0.457043,-0.53866,-0.518477,-0.50222,-0.207063,-0.207728,-0.23512,-0.2877,-0.293256,-0.283257
9700,1,1.992316,0.979806,1.078026,1.146545,1.309944,1.483854,1.57077,0.020312,-0.070362,-0.046896,0.011102,-0.052323,-0.289838
8792,0,-1.486041,-0.056866,-0.018309,-0.263297,-0.21958,-0.674753,-0.156058,-0.239062,-0.204907,-0.263689,-0.262677,1.668381,-0.237749
9920,0,0.253137,-0.608699,-0.618076,-0.643407,-0.429818,-0.654423,-0.652724,-0.028653,-0.153085,0.591953,-0.308063,-0.314136,-0.293382
29722,0,0.253137,1.671098,1.793864,1.926882,2.127316,2.293001,1.431415,0.080929,0.177029,-0.012818,-0.308063,0.013131,10.371983
26251,0,0.253137,-0.677553,-0.637241,-0.194643,0.541133,1.13597,1.175375,-0.109617,1.197624,2.433698,2.205295,-0.248683,-0.217048
8920,1,0.253137,-0.593013,-0.588514,-0.562324,-0.537463,-0.514233,-0.49646,-0.341942,-0.213588,-0.250796,-0.276146,-0.287431,-0.265256
23210,0,-0.616452,-0.672446,-0.649844,-0.677958,-0.672528,-0.647959,-0.655478,-0.165162,-0.25699,-0.296801,-0.249336,-0.314136,-0.293382
18550,0,-0.616452,-0.594426,-0.649844,-0.655376,-0.552401,-0.588449,-0.56942,-0.164317,-0.188154,0.142918,-0.22508,0.012149,0.041654
2228,0,-0.616452,-0.554934,-0.416074,-0.551812,-0.620346,-0.545568,-0.631096,0.261814,-0.196661,-0.106248,0.147896,-0.229832,-0.293382
5228,0,0.253137,2.210599,0.573689,0.459606,0.568647,0.641679,0.653471,-0.149464,-0.114545,-0.143564,-0.132394,-0.128052,-0.152133
24305,0,0.253137,0.718815,0.699369,0.710686,0.73536,0.80812,0.90481,-0.070252,-0.066021,-0.067343,-0.110181,0.117856,-0.0965
13732,0,0.253137,-0.35223,-0.318635,-0.241003,-0.271358,-0.232949,-0.224904,-0.220526,-0.03998,-0.247502,-0.238357,-0.117776,-0.209004
25969,0,0.253137,-0.087273,0.014555,0.034707,0.049292,0.082861,0.031623,2.436057,-0.126784,-0.206495,-0.226037,-0.213076,-0.194322
25195,0,0.253137,-0.38007,-0.355545,-0.288806,-0.213984,-0.181285,-0.170919,0.261814,-0.03998,-0.126411,-0.180397,-0.107958,-0.293382
27435,1,-1.486041,0.48728,0.582695,0.654477,-0.672497,-0.663059,-0.652724,-0.040064,-0.061681,-0.296801,-0.308063,-0.314136,-0.293382
26973,0,0.253137,0.184189,-0.045749,0.003502,0.116024,0.160415,0.338273,-0.040064,-0.126784,-0.012818,0.011102,0.340398,0.156633
9270,0,0.253137,-0.37256,-0.355461,-0.319693,-0.278633,-0.244266,-0.216005,-0.255907,-0.196748,-0.24665,-0.25023,-0.251825,-0.244049
245,0,1.992316,-0.693713,-0.687963,-0.675924,-0.672202,-0.662746,-0.651398,-0.320508,-0.251781,-0.296801,-0.308063,-0.310209,-0.290007
24015,0,0.253137,-0.52947,-0.503777,-0.470238,-0.432181,-0.403108,-0.374838,-0.263453,-0.200567,-0.222966,-0.269763,-0.248683,-0.259518
25122,1,1.992316,-0.693605,-0.671594,-0.656573,-0.631724,-0.622645,-0.570243,-0.26768,-0.199222,-0.156343,-0.308063,-0.150503,-0.293382
4967,0,0.253137,-0.07118,-0.109692,-0.417518,-0.392387,-0.366527,-0.354772,-0.256148,-0.191887,-0.261076,-0.265167,-0.273162,-0.180878
21140,0,-0.616452,-0.692858,-0.690983,-0.666753,-0.672497,-0.663059,-0.642061,-0.341942,-0.223353,-0.296801,-0.308063,-0.272573,-0.293382
12795,1,0.253137,-0.703505,-0.690983,-0.672161,-0.663497,-0.653535,-0.659794,-0.306984,-0.239629,-0.263916,-0.308063,-0.28658,-0.293382
7343,0,-0.616452,-0.645665,-0.690983,-0.670099,-0.660373,-0.621938,-0.652724,-0.341942,-0.233422,-0.2525,-0.14848,-0.314136,-0.293382
29374,0,-1.486041,-0.124375,-0.53924,-0.538733,-0.604506,2.293675,2.371887,-0.275529,-0.209812,-0.239891,11.167053,0.065493,0.058642
15354,0,1.992316,1.12266,0.811393,-0.140958,-0.108344,0.255191,-0.065198,-0.038736,-0.25699,0.839132,2.245254,-0.314136,-0.012122
190,0,1.992316,-0.400903,-0.394704,-0.368462,-0.348629,-0.330488,-0.308712,-0.341942,-0.213588,-0.296801,-0.308063,-0.264392,-0.293382
1463,0,0.253137,1.44475,1.496558,1.56135,1.621921,1.750236,1.753817,0.0924,0.036407,-0.011796,0.03472,0.032374,0.004753
15745,1,0.253137,-0.127064,-0.15433,-0.144015,-0.134987,-0.128863,-0.107379,-0.341942,-0.163893,-0.217286,-0.24423,-0.314136,1.411333
8849,0,-0.616452,1.43887,1.263435,2.098999,1.768411,1.571261,1.454353,0.255776,3.354045,-0.296801,-0.116181,8.381607,-0.011954
16700,1,1.992316,2.478897,2.352197,2.163124,2.406665,2.412795,2.364801,-0.160815,-0.25699,0.043979,-0.308063,0.602473,-0.293382
9153,0,-0.616452,-0.678517,-0.673266,-0.659745,-0.665036,-0.656644,-0.643657,-0.265808,-0.20226,-0.269539,-0.288913,-0.278791,-0.249506
18085,0,-1.486041,-0.695642,-0.690983,-0.677929,-0.672497,-0.663059,-0.652724,-0.341942,-0.25699,-0.296801,-0.308063,-0.314136,-0.293382
16600,0,0.253137,-0.572425,-0.564024,-0.571437,-0.553349,-0.534481,-0.518709,-0.274321,-0.20851,-0.232791,-0.290253,-0.29522,-0.272625
6539,0,-0.616452,-0.683759,-0.685715,-0.681534,-0.67444,-0.653041,-0.646646,-0.281566,-0.25699,-0.296801,-0.052731,-0.117776,0.212885
8418,0,0.253137,-0.216397,-0.302098,-0.478933,-0.513354,-0.548446,-0.573736,-0.242564,-0.21285,-0.284647,-0.282146,-0.287169,-0.213504
2545,1,0.253137,-0.506926,-0.50965,-0.476294,-0.501773,-0.574237,-0.652724,-0.221191,-0.148485,-0.183208,-0.308063,-0.314136,-0.293382
26515,0,0.253137,-0.471522,-0.444934,-0.411433,-0.431637,-0.400904,-0.372638,-0.264118,-0.20239,-0.225237,-0.26338,-0.248683,-0.175253
74,0,-0.616452,-0.695642,-0.690983,-0.632434,-0.672497,-0.624257,-0.652724,-0.341942,-0.120057,-0.296801,-0.157481,-0.314136,-0.293382
7758,0,-0.616452,-0.664407,-0.676933,-0.515142,-0.596532,-0.612348,-0.494865,-0.281566,0.232974,-0.019236,-0.111266,0.341707,0.070737
23322,0,-1.486041,-0.608753,-0.57407,-0.493382,-0.616833,-0.493475,-0.455975,0.161047,0.298771,-0.093072,0.35331,0.453894,0.201635
80,1,-1.486041,-0.695642,-0.690983,-0.677929,-0.672497,-0.663059,-0.652724,-0.341942,-0.25699,-0.296801,-0.308063,-0.314136,-0.293382
14216,0,-1.486041,-0.688037,-0.690983,-0.677929,-0.672497,-0.663059,-0.652724,-0.341942,-0.25699,-0.296801,-0.308063,-0.314136,-0.165465
7913,0,0.253137,0.604792,0.687328,0.782166,0.902789,0.955778,0.778922,-0.107685,-0.035032,-0.112894,-0.090967,-0.119085,-0.124626
960,1,-0.616452,-0.677471,-0.691321,-0.557897,-0.58122,-0.284416,-0.612978,-0.341942,0.105329,-0.296801,1.161371,-0.159208,-0.118045
18005,0,0.253137,2.593137,3.194445,2.305349,1.968515,2.142054,1.902776,2.073441,0.894505,0.272131,0.274285,0.35735,-0.007679
14428,0,-1.486041,-0.695642,-0.690983,-0.677929,-0.672497,-0.663059,-0.652724,-0.341942,-0.25699,-0.296801,-0.308063,-0.314136,-0.293382
1656,0,-1.486041,-0.477905,-0.666873,-0.660625,-0.672497,-0.663059,-0.630895,-0.238337,-0.204907,-0.296801,-0.308063,-0.229047,0.069724
3259,0,0.253137,-0.52655,-0.35244,-0.451708,-0.291488,-0.463309,-0.065635,1.114316,0.428369,0.43065,0.208346,1.918478,4.782285
17898,0,0.253137,0.492481,0.575234,0.672661,0.822642,0.976305,1.076455,-0.040064,-0.03998,-0.012818,0.011102,0.013131,-0.068374
12731,0,0.253137,-0.271684,-0.23689,-0.206583,-0.159967,-0.111066,-0.071663,-0.221191,-0.187547,-0.228645,-0.212313,-0.183229,-0.209004
25368,0,-1.486041,0.361741,0.382281,-0.677929,-0.672497,-0.663059,-0.652724,-0.143185,-0.25699,-0.296801,-0.308063,-0.314136,-0.293382
13837,0,-1.486041,-0.625634,-0.690983,-0.677929,-0.672497,-0.663059,-0.652724,-0.341942,-0.25699,-0.296801,-0.308063,-0.314136,-0.293382
16219,0,1.992316,0.527166,0.519314,0.590179,0.722412,0.906959,0.982438,-0.156045,-0.118755,-0.112155,0.151534,-0.078504,-0.074
25017,0,0.253137,2.186114,2.290291,2.387528,2.651692,2.879304,2.955467,0.112928,0.098949,0.136728,0.166599,0.201571,0.197528
3306,0,0.253137,0.375688,0.284575,0.017085,0.092008,0.158359,0.197374,-0.186837,-0.170186,-0.183208,-0.195078,-0.183098,-0.180428
28341,1,0.253137,-0.690345,-0.685504,-0.635044,-0.635564,-0.576507,-0.578824,-0.318395,-0.127912,-0.296801,0.027826,-0.308376,-0.202704
12982,0,-0.616452,-0.693102,-0.685799,-0.670214,-0.672699,-0.320816,-0.301827,-0.319603,-0.233683,-0.296801,1.026748,1.06045,-0.288432
11287,0,-0.616452,-0.674538,-0.667871,-0.657625,-0.644517,-0.649587,-0.637847,-0.260737,-0.2089,-0.258804,-0.308063,-0.256144,-0.157534
20313,0,0.253137,-0.559266,-0.542373,-0.517449,-0.491405,-0.449279,-0.412233,-0.27094,-0.205081,-0.229497,-0.180397,-0.183229,-0.180878
7438,0,-1.486041,-0.692396,-0.690983,-0.677929,-0.672497,-0.639274,-0.645571,-0.341942,-0.25699,-0.296801,-0.21576,-0.286253,-0.293382
16955,0,-1.486041,-0.669078,-0.458197,-0.453179,-0.473529,-0.663059,-0.652724,0.658662,-0.189673,-0.00941,-0.308063,-0.314136,-0.293382
25516,0,-0.616452,-0.690345,-0.685504,-0.672305,-0.666435,-0.656644,-0.639627,-0.318395,-0.240063,-0.274651,-0.283168,-0.263082,-0.210523
4500,0,0.253137,-0.153302,-0.115298,-0.072448,-0.006839,0.056033,0.106312,-0.24033,-0.18325,-0.209732,-0.206887,-0.169484,-0.18791
12309,0,0.253137,-0.387743,-0.392947,-0.379983,-0.350495,-0.315191,-0.31558,-0.261099,-0.199916,-0.247559,-0.250868,-0.266486,-0.260925
24711,1,0.253137,-0.28301,-0.26759,-0.236014,-0.211497,-0.16579,-0.175587,-0.160211,-0.126784,-0.126411,-0.116564,-0.24325,-0.293382
18509,1,0.253137,-0.631664,-0.610377,-0.550773,-0.540821,-0.520878,-0.504621,-0.265506,-0.111723,-0.296801,-0.297019,-0.302616,-0.283257
28438,0,-1.486041,-0.598582,-0.655858,-0.677929,-0.672497,-0.663059,-0.652724,-0.191003,-0.25699,-0.296801,-0.308063,-0.314136,-0.293382
24526,1,0.253137,2.548783,2.705226,2.783457,2.918822,2.536487,2.628246,0.149213,0.119956,0.285478,0.139789,0.146197,0.10145
5169,0,-1.486041,-0.546256,-0.690983,-0.561127,-0.717576,-0.710759,-0.70142,-0.341942,0.094566,-0.296801,-0.308063,-0.314136,5.90873
25169,0,0.253137,-0.325992,-0.283706,-0.276347,-0.245788,-0.262408,-0.296874,-0.12459,-0.25699,-0.217286,-0.276976,-0.286384,-0.293382
2948,1,-0.616452,0.723378,0.729831,0.787141,-0.407527,-0.645376,-0.628511,-0.341942,-0.066716,-0.277434,-0.239442,-0.219752,-0.214854
27606,0,1.992316,0.413048,0.301042,0.3408,0.534667,-0.407697,-0.652724,-0.19215,-0.071967,0.208689,-0.308063,-0.314136,-0.293382
15382,0,0.253137,0.117712,0.159583,0.210227,0.256841,0.293778,0.340927,-0.160815,-0.135464,-0.126411,-0.174013,-0.178648,-0.192129
13615,0,0.253137,-0.230589,-0.23866,-0.52215,-0.437264,-0.611279,-0.57382,-0.160815,0.220431,-0.012818,-0.106989,-0.183229,-0.068374
7440,1,-1.486041,-0.695642,-0.676933,-0.677929,-0.672497,-0.663059,-0.652724,-0.281566,-0.25699,-0.296801,-0.308063,-0.314136,-0.293382
13245,0,-1.486041,-0.287709,-0.376101,-0.574956,-0.624776,-0.620145,-0.480223,-0.276193,0.053811,-0.065525,-0.141267,0.361474,-0.264637
14330,0,1.992316,-0.693605,-0.688876,-0.675766,-0.654621,-0.64661,-0.652724,-0.341942,-0.25699,-0.240005,-0.308063,-0.314136,-0.293382
13198,0,1.992316,1.141727,1.239887,1.261371,1.440688,1.496552,1.684803,0.108581,0.024558,-0.011398,0.081382,0.379735,-0.29327
20988,0,-0.616452,-0.499009,-0.310992,-0.403358,-0.474011,-0.559713,-0.600787,-0.337715,0.573549,-0.293166,0.094978,-0.110772,-0.096838
12948,1,0.253137,0.757492,0.835152,0.910418,1.042565,0.738363,0.771366,-0.040064,-0.03998,-0.012818,-0.116564,0.013131,0.269137
1014,0,0.253137,0.379233,0.04208,-0.039484,-0.019181,-0.106477,-0.153053,-0.221191,-0.170186,-0.211606,-0.212313,-0.183229,-0.209004
6280,0,0.253137,1.158866,1.268381,1.373962,1.583417,1.773922,1.890585,-0.034026,-0.032906,-0.001686,0.034848,0.062941,0.010153
12991,1,0.253137,0.082321,0.167746,0.215346,0.265655,-0.581145,-0.616454,-0.019778,-0.146315,-0.295893,-0.308063,-0.314136,-0.293382
3759,1,0.253137,-0.391695,-0.530528,-0.576686,-0.57679,-0.537952,-0.595095,-0.251378,-0.126784,0.052896,-0.212313,-0.305104,-0.290063
27931,0,0.253137,-0.587486,-0.564867,-0.533758,-0.5014,-0.478409,-0.460291,-0.272389,-0.206036,-0.229611,-0.282402,-0.286973,-0.269869
22242,0,-0.616452,-0.694895,-0.692304,-0.680928,-0.675731,-0.646725,-0.652724,-0.341942,-0.246616,-0.296801,-0.231399,-0.314136,-0.170528
27932,0,0.253137,-0.314082,-0.278999,-0.243253,-0.186843,-0.124883,-0.089529,-0.221191,-0.187547,-0.205927,-0.180397,-0.215956,-0.220255
17959,0,0.253137,-0.405086,-0.255001,-0.093588,0.179927,0.632566,0.732224,0.261814,0.177029,0.555149,1.28776,0.013131,-0.012122
18998,0,1.992316,2.316433,2.471456,2.637902,2.951248,3.39006,3.60126,0.261814,0.177029,0.186368,0.790821,0.405851,-0.293382
9177,0,1.992316,-0.280226,-0.247737,-0.263585,-0.244233,-0.188752,-0.455959,-0.252103,-0.196227,-0.222966,-0.116564,-0.314136,-0.265256
19823,0,0.253137,-0.418041,-0.406534,-0.38852,-0.351956,-0.328383,-0.310358,-0.239303,-0.183206,-0.205927,-0.26338,-0.267664,-0.237074
6466,0,0.253137,2.862113,2.763746,2.613792,2.871225,2.386987,1.15227,0.563691,0.177376,0.271165,0.968596,1.322198,-0.0965
12161,0,0.253137,-0.69006,-0.677003,-0.66958,-0.650269,-0.6398,-0.629249,-0.281566,-0.25699,-0.21615,-0.282529,-0.287955,-0.293382
20688,0,1.992316,1.683049,1.778928,1.535754,1.361707,1.501043,1.513124,-0.034026,-0.254819,0.52675,-0.020814,-0.294762,-0.040248
15624,0,-0.616452,-0.690264,-0.679856,-0.672218,-0.660186,-0.656545,-0.646075,-0.294124,-0.25699,-0.251818,-0.308063,-0.288217,-0.271106
20412,0,0.253137,-0.601868,-0.584566,-0.567587,-0.561184,-0.539186,-0.534628,-0.221191,-0.170186,-0.240005,-0.212313,-0.314136,-0.124626
8876,0,-0.616452,-0.673845,-0.665075,-0.659024,-0.662502,-0.620934,-0.628544,-0.230609,-0.20009,-0.260281,-0.144586,-0.219883,-0.204392
7396,0,0.253137,4.831581,5.474762,3.829872,4.636729,5.020394,5.040513,2.073079,1.045066,1.691082,1.606925,0.996175,1.956695
2353,1,0.253137,-0.524269,-0.481689,-0.470858,-0.440559,-0.410937,-0.376097,-0.17289,-0.25699,-0.251364,-0.256996,-0.222501,-0.23713
17509,1,0.253137,1.66299,1.78615,4.448316,2.069569,2.206202,2.248988,0.141063,0.155328,0.410204,0.084829,0.108235,0.066068
2376,1,1.992316,-0.245419,-0.218568,-0.176503,-0.145277,-0.059336,0.025729,-0.263453,-0.170186,-0.296801,-0.084647,-0.021494,-0.293382
9371,1,-0.616452,-0.491933,-0.67616,-0.680524,-0.636434,-0.641906,-0.633716,-0.278245,-0.25699,-0.15481,-0.180397,-0.240043,-0.230942
18417,0,0.253137,-0.277809,-0.28608,-0.239403,-0.22474,-0.220678,-0.196627,-0.245341,-0.147747,-0.069274,-0.180397,-0.248683,-0.209004
5112,1,-1.486041,-0.695642,-0.690983,-0.677929,-0.672497,-0.663059,-0.652724,-0.341942,-0.25699,-0.296801,-0.308063,-0.314136,-0.293382
25526,0,-1.486041,-0.691513,-0.574534,-0.362636,0.018297,-0.598844,-0.652724,0.158451,0.69299,2.238602,-0.058859,-0.314136,-0.293382
15156,1,1.992316,2.09837,2.110362,1.239395,1.583231,1.854206,1.960674,0.126452,-0.039937,0.555149,0.381333,0.052403,-0.293382
14339,0,0.253137,0.060225,-0.012464,-0.342462,-0.480586,-0.187535,-0.420377,-0.040064,-0.213588,-0.275503,0.891039,-0.264588,-0.278813
3544,0,0.253137,-0.426027,-0.374499,-0.315396,-0.210813,-0.100572,-0.004311,-0.160815,-0.126784,-0.012818,0.011102,0.013131,-0.124626
15381,0,0.253137,0.130315,0.170303,0.17758,0.226778,0.256457,0.245902,-0.040064,-0.148224,-0.126411,-0.14848,-0.183229,-0.180878
12389,1,-0.616452,-0.679182,-0.67987,-0.639528,-0.660326,-0.634603,-1.516541,-0.279634,-0.14141,-0.252329,-0.197632,-0.314136,3.689423
15338,0,-0.616452,-0.609052,-0.621785,-0.61474,-0.653222,2.094041,-0.59758,0.017232,-0.065891,-0.225805,10.445167,-0.098075,0.334839
15110,0,0.253137,2.511219,2.411995,2.446924,2.539523,0.919937,0.82562,-0.341942,0.150988,-0.012818,-0.180397,-0.19632,0.269137
27735,0,-0.616452,0.499652,0.28834,0.072574,-0.011222,-0.522079,-0.574592,-0.001424,0.438352,0.457458,0.239049,0.972219,0.381641
18692,0,-1.486041,-0.668617,-0.690983,-0.677929,-0.672497,-0.663059,-0.652724,-0.341942,-0.25699,-0.296801,-0.308063,-0.314136,-0.293382
6749,1,0.253137,-0.534862,-0.504957,-0.475833,-0.450321,-0.420231,-0.401386,-0.245341,-0.200567,-0.267778,-0.26338,-0.274864,-0.248381
6791,0,-1.486041,-0.696294,-0.634768,-0.591769,-0.672497,-0.663059,-0.652724,-0.084682,0.003422,-0.296801,-0.308063,-0.314136,-0.293382
26350,0,-0.616452,-0.690264,-0.685419,-0.672218,-0.666342,-0.656545,-0.634253,-0.318033,-0.239802,-0.27431,-0.282785,-0.242137,-0.271106
19166,0,0.253137,0.771277,1.851555,1.764268,1.876119,1.61355,1.578293,8.714386,0.090225,0.01558,0.011102,0.045857,0.044129
11298,0,-0.616452,-0.539058,-0.52585,-0.677929,-0.628118,-0.634603,-0.652724,0.368256,-0.25699,-0.134647,-0.197632,-0.314136,0.333827
8093,0,0.253137,0.447679,0.470531,0.402142,0.458903,0.51853,0.27475,-0.040064,-0.118104,-0.126411,0.011102,0.028447,-0.124626
5900,0,-0.616452,-0.695642,-0.696828,-0.695925,-0.659564,-0.656216,-0.629249,-0.341942,-0.25699,-0.178664,-0.308063,-0.222632,-0.293382
27262,0,1.992316,-0.48479,-0.480284,-0.469214,-0.455746,-0.415132,-0.40602,-0.341942,-0.25699,-0.296801,-0.221058,-0.314136,-0.180878
2750,1,-1.486041,-0.695642,-0.690983,-0.677929,-0.672497,-0.663059,-0.652724,-0.341942,-0.25699,-0.296801,-0.308063,-0.314136,-0.293382
10110,0,0.253137,4.026267,3.943723,3.967597,3.825699,1.75397,1.531628,0.865569,0.611438,1.407099,0.330267,0.340398,0.269137
12609,1,-1.486041,-0.690345,-0.690983,-0.666681,-0.672497,-0.663059,-0.652724,-0.341942,-0.223136,-0.296801,-0.308063,-0.314136,-0.293382
28837,0,0.253137,3.077338,2.894203,2.682344,3.668374,0.095937,0.791096,0.029368,0.013621,4.246932,-0.249145,4.272116,0.409767
20692,0,0.253137,1.10654,1.167288,1.25119,1.407874,1.513659,1.574095,-0.040064,0.042483,0.100775,0.138768,0.078584,0.016004
19813,0,0.253137,-0.258456,-0.233012,-0.466128,-0.40661,-0.352595,-0.294993,-0.191003,0.328936,-0.126411,-0.116564,-0.117776,-0.180878
17422,0,-0.616452,-0.696891,-0.68445,-0.634352,-0.650782,-0.637498,-0.626512,-0.221191,-0.083382,-0.296801,-0.20593,-0.209411,-0.197754
18425,0,-0.616452,-0.653854,-0.685504,-0.649867,-0.63359,-0.663059,-0.639627,-0.318395,-0.172529,-0.240005,-0.308063,-0.263082,-0.22813
642,0,-1.486041,0.664357,0.017941,0.04307,-0.672497,-0.663059,-0.652724,-0.191003,-0.213588,-0.296801,-0.308063,-0.314136,-0.293382
25911,0,0.253137,-0.397956,-0.690983,-0.677929,-0.583086,-0.523609,-0.495957,-0.341942,-0.25699,0.029893,-0.116564,-0.248683,-0.180878
