id,loanAmnt,term,interestRate,installment,grade,employmentTitle,employmentLength,homeOwnership,annualIncome,verificationStatus,y
910,20000,3,12.12,665.44,2,339410.0,10.0,0,55000.0,2,0
911,10000,3,12.99,336.9,3,157286.0,3.0,1,40000.0,1,1
912,25000,3,8.39,787.92,2,1487.0,3.0,0,79500.0,0,0
913,6000,3,17.76,216.2,4,196830.0,7.0,1,52000.0,2,0
914,15000,5,24.99,440.19,6,12525.0,3.0,0,100000.0,2,1
915,7000,3,11.99,232.47,2,62.0,5.0,0,92000.0,0,0
916,16000,3,13.99,546.77,3,2390.0,10.0,0,52000.0,2,0
917,7425,3,14.49,255.54,3,255570.0,8.0,1,48000.0,1,1
918,7500,3,11.99,249.08,2,259874.0,10.0,1,55000.0,2,0
919,9600,3,14.46,330.26,3,19489.0,1.0,2,28000.0,0,0
920,18400,5,16.55,452.85,4,54978.0,10.0,1,40000.0,1,0
921,10625,5,12.35,238.24,2,278067.0,10.0,1,30488.0,2,1
922,11000,3,10.64,358.26,2,219522.0,10.0,0,81600.0,2,0
923,7650,3,17.57,274.92,4,789.0,10.0,1,38000.0,1,0
924,18475,5,26.49,558.53,6,28305.0,0.0,1,42000.0,1,1
925,30000,5,15.59,723.03,3,638.0,10.0,0,96000.0,2,1
926,21000,3,6.03,639.15,1,301682.0,10.0,2,495000.0,1,0
927,15000,5,19.89,396.5,5,168559.0,3.0,1,42320.0,1,0
928,9000,3,13.49,305.38,3,12799.0,1.0,1,85000.0,1,0
929,24000,5,10.99,521.7,2,1196.0,10.0,0,79400.0,2,0
930,15400,5,14.65,363.55,3,4887.0,10.0,1,58000.0,2,0
931,14000,5,21.99,386.59,6,97.0,0.0,0,105000.0,1,0
932,35000,5,13.35,802.65,3,48.0,10.0,0,180000.0,2,0
933,6200,3,17.86,223.71,4,58736.0,5.0,2,30000.0,2,1
934,3200,3,11.14,104.98,2,297247.0,8.0,2,30000.0,1,0
935,14400,3,8.99,457.85,2,3384.0,4.0,1,47000.0,0,0
936,25000,3,6.24,763.28,1,63018.0,10.0,0,74600.0,0,0
937,12000,3,11.53,395.89,2,5104.0,8.0,0,45000.0,0,0
938,35000,5,11.44,768.69,2,346.0,3.0,0,135000.0,2,0
939,16000,5,13.33,366.76,3,74392.0,6.0,0,50000.0,1,1
940,10000,3,15.31,348.18,3,322177.0,7.0,0,40000.0,0,0
941,15000,5,9.17,312.62,2,188434.0,8.0,0,67500.0,1,0
942,13600,3,12.29,453.61,3,78822.0,0.0,1,49000.0,1,1
943,30625,5,12.74,692.75,3,13333.0,10.0,0,85000.0,2,0
944,14400,3,13.35,487.63,3,675.0,10.0,1,45000.0,0,0
945,8000,3,12.99,269.52,3,62.0,4.0,1,74000.0,0,1
946,11500,3,15.31,400.4,3,333198.0,6.0,1,34500.0,0,0
947,18000,5,15.22,430.31,3,219484.0,7.0,1,125000.0,2,0
948,9000,3,22.9,347.92,5,1408.0,1.0,1,32000.0,1,0
949,20250,5,14.46,476.03,3,1914.0,2.0,0,50000.0,1,0
950,20000,3,6.62,614.08,1,269816.0,5.0,0,110000.0,1,0
951,6375,3,7.49,198.28,1,15728.0,10.0,1,58000.0,0,0
952,24000,5,11.99,533.75,2,3920.0,10.0,0,63000.0,0,1
953,8000,3,6.62,245.63,1,268556.0,5.0,1,20000.0,1,0
954,20000,5,9.17,416.82,2,38992.0,10.0,0,80000.0,1,0
955,9600,3,11.47,316.44,2,134.0,10.0,1,61000.0,1,0
956,24650,5,25.57,731.78,6,48536.0,10.0,0,65000.0,2,1
957,18000,3,7.9,563.23,1,62.0,7.0,0,100000.0,2,0
958,8875,3,15.61,310.32,3,151.0,2.0,0,45000.0,2,0
959,10000,3,9.75,321.5,2,6788.0,5.0,0,187000.0,2,1
960,24000,5,19.03,622.97,4,121491.0,9.0,1,60000.0,1,1
961,18000,3,9.17,573.83,2,56.0,10.0,0,68000.0,0,0
962,13900,3,9.44,444.87,2,143990.0,1.0,2,45000.0,0,0
963,20000,3,8.39,630.34,2,593.0,1.0,0,86000.0,1,0
964,12800,3,5.32,385.47,1,136795.0,10.0,0,100000.0,0,0
965,10000,5,26.3,301.19,5,4317.0,1.0,1,52000.0,2,0
966,24000,5,12.29,537.4,3,196.0,2.0,0,70000.0,1,0
967,5000,3,19.03,183.36,4,54.0,0.0,0,53000.0,0,0
968,10000,3,13.49,339.31,3,18279.0,10.0,2,24000.0,2,0
969,16100,5,14.46,378.47,3,161460.0,10.0,2,80043.0,2,0
970,30000,5,23.99,862.87,5,22947.0,4.0,0,75000.0,1,1
971,6000,3,8.39,189.1,2,126247.0,8.0,2,43000.0,2,1
972,20000,3,6.89,616.54,1,38.0,10.0,0,87000.0,1,0
973,13000,5,24.99,381.5,6,54.0,0.0,1,32550.0,2,1
974,5400,3,17.97,195.15,4,132.0,10.0,0,70000.0,0,0
975,16000,5,9.93,339.41,2,184.0,10.0,0,120000.0,0,0
976,36800,5,30.65,1205.34,6,115149.0,10.0,2,70000.0,2,0
977,21150,3,15.77,741.18,4,184.0,5.0,0,52000.0,1,0
978,12000,3,11.44,395.37,2,12087.0,4.0,1,85000.0,1,0
979,15600,3,10.99,510.66,2,961.0,4.0,1,73999.0,0,0
980,18500,3,10.99,605.58,2,5296.0,1.0,0,55000.0,1,0
981,14000,5,24.08,403.41,6,169828.0,3.0,0,65000.0,0,1
982,5000,3,14.49,172.09,3,385.0,7.0,2,85400.0,2,0
983,18000,5,7.34,359.32,1,54.0,0.0,0,65000.0,2,0
984,5000,3,11.47,164.81,2,7059.0,1.0,1,31000.0,2,0
985,8425,3,18.99,308.79,5,184.0,4.0,1,80000.0,1,0
986,2800,3,9.49,89.68,2,8038.0,8.0,1,39900.0,0,0
987,2750,3,11.53,90.73,2,9392.0,2.0,1,43000.0,0,0
988,8000,3,14.03,273.54,3,54.0,0.0,2,34000.0,1,0
989,10000,3,8.38,315.12,2,7053.0,4.0,0,165000.0,1,0
990,15000,3,6.62,460.56,1,2939.0,7.0,1,94000.0,1,0
991,12000,3,10.91,392.36,2,54.0,0.0,2,60000.0,0,0
992,3250,3,21.67,123.57,5,81884.0,4.0,2,30000.0,1,1
993,20000,5,19.52,524.56,5,3453.0,8.0,2,69300.0,2,1
994,7800,3,12.49,260.91,2,974.0,1.0,2,102000.0,1,0
995,8000,3,9.44,256.04,2,302.0,1.0,0,98000.0,1,0
996,5000,3,12.35,166.91,2,285706.0,10.0,1,35000.0,0,0
997,8000,3,12.99,269.52,2,38.0,5.0,1,47000.0,1,1
998,1500,3,14.99,52.0,3,6241.0,10.0,0,76000.0,1,0
999,10075,3,19.99,374.38,4,153.0,5.0,0,128000.0,1,0
1000,5000,3,11.22,164.22,2,10410.0,5.0,0,78000.0,2,0
1001,15000,5,13.33,343.84,3,5210.0,2.0,0,63000.0,2,0
1002,17000,5,13.66,392.58,3,3152.0,7.0,1,100000.0,1,1
1003,25000,3,6.49,766.12,1,877.0,1.0,1,63500.0,0,0
1004,25200,3,11.48,830.76,2,161.0,3.0,2,67000.0,2,0
1005,3625,3,21.45,137.42,4,161.0,0.0,0,75000.0,1,1
1006,20000,3,23.88,783.4,5,2367.0,0.0,1,28000.0,0,1
1007,20000,3,8.18,628.39,2,14032.0,10.0,1,121986.84,2,0
1008,21450,5,10.49,460.94,2,101339.0,10.0,0,43000.0,1,0
1009,15000,3,10.99,491.01,2,358570.0,10.0,1,36000.0,2,1
1010,10000,3,5.32,301.15,1,97.0,10.0,1,65000.0,1,0
1011,16000,3,5.32,481.84,1,7616.0,2.0,0,70000.0,0,0
1012,17500,3,7.91,547.67,1,56.0,9.0,0,144000.0,0,0
1013,22000,5,12.59,495.97,3,17769.0,2.0,0,65000.0,1,0
1014,10000,3,9.49,320.29,2,54.0,0.0,0,70000.0,2,0
1015,15000,5,8.39,306.96,2,2231.0,0.0,0,70000.0,2,0
1016,32000,5,15.61,771.57,4,941.0,6.0,0,85000.0,2,1
1017,16800,3,9.49,538.08,2,819.0,10.0,0,94000.0,0,0
1018,20000,3,7.89,625.72,1,32755.0,7.0,0,109000.0,2,0
1019,10000,3,7.49,311.02,1,109471.0,10.0,0,30000.0,1,0
1020,25000,5,24.99,733.64,6,17114.0,10.0,0,100000.0,2,1
1021,8000,3,18.24,290.19,4,666.0,5.0,1,99500.0,1,0
1022,12000,5,14.49,282.28,3,2395.0,2.0,2,55000.0,1,0
1023,2500,3,14.99,86.66,3,24037.0,2.0,1,38480.0,0,0
1024,15000,5,18.25,382.95,5,98852.0,6.0,0,66000.0,1,1
1025,13900,3,12.69,466.28,3,324.0,9.0,2,120000.0,1,0
1026,26250,5,12.29,587.78,3,72300.0,5.0,0,119000.0,2,0
1027,3025,3,6.07,92.13,1,110538.0,0.0,1,150000.0,1,0
1028,28625,3,14.98,992.02,3,2707.0,10.0,0,60000.0,2,0
1029,35000,5,11.99,778.38,3,38.0,10.0,0,90000.0,1,1
1030,13000,3,16.29,458.91,4,186222.0,9.0,1,38000.0,1,1
1031,4000,3,11.53,131.97,2,196.0,10.0,1,40000.0,1,0
1032,15000,5,15.61,361.67,4,149.0,4.0,1,89000.0,2,0
1033,30000,3,11.49,989.14,2,55.0,10.0,1,197000.0,2,0
1034,4650,3,20.75,174.6,5,857.0,3.0,0,100000.0,1,1
1035,21000,3,12.74,704.95,3,8480.0,10.0,1,96000.0,0,1
1036,14000,3,16.4,494.97,5,15890.0,10.0,0,70000.0,1,0
1037,8000,3,11.49,263.78,2,361286.0,8.0,1,75000.0,1,0
1038,35000,5,13.99,814.21,3,83889.0,8.0,1,124000.0,2,0
1039,14000,5,22.15,387.86,5,31.0,2.0,1,55177.0,2,0
1040,5000,3,23.99,196.14,5,580.0,5.0,0,147460.0,2,0
1041,20000,3,9.17,637.58,2,307.0,9.0,0,59000.0,1,0
1042,6400,3,8.9,203.23,1,350380.0,10.0,0,35000.0,1,0
1043,4000,3,15.59,139.82,3,54.0,10.0,1,48000.0,1,0
1044,3000,3,10.49,97.5,2,4436.0,10.0,1,53000.0,1,0
1045,6000,3,13.35,203.18,3,10874.0,9.0,0,20000.0,1,1
1046,3000,3,9.49,96.09,2,179.0,3.0,1,30000.0,0,0
1047,27000,5,16.49,663.64,4,103148.0,2.0,1,81500.0,1,1
1048,4500,3,6.97,138.89,1,97.0,10.0,0,32000.0,2,0
1049,20000,3,11.49,659.43,2,2017.0,2.0,1,110000.0,1,0
1050,8000,3,6.89,246.62,1,4290.0,2.0,0,110000.0,1,0
1051,8000,3,12.99,269.52,2,12149.0,8.0,1,85150.0,1,0
1052,19675,5,24.08,566.93,6,773.0,8.0,0,75000.0,1,1
1053,18000,3,8.99,572.32,2,7985.0,0.0,1,70000.0,1,0
1054,18000,5,15.61,434.01,3,5316.0,5.0,2,70000.0,1,0
1055,16000,3,13.05,539.49,2,279133.0,8.0,0,59500.0,2,0
1056,21000,3,11.53,692.8,2,37939.0,9.0,0,81848.0,1,1
1057,12800,3,11.49,422.04,2,77202.0,3.0,2,70000.0,1,1
1058,33775,3,13.67,1148.95,3,157558.0,5.0,0,80000.0,1,0
1059,15000,3,12.99,505.34,2,209040.0,10.0,0,200000.0,0,1
1060,12000,5,9.99,254.91,2,64610.0,10.0,0,560000.0,1,0
1061,28000,3,5.32,843.22,1,2588.0,0.0,0,145000.0,2,0
1062,23275,3,17.1,830.98,3,260606.0,3.0,1,75000.0,2,0
1063,10000,3,11.99,332.1,2,5172.0,0.0,1,59000.0,0,0
1064,12000,3,11.99,398.52,3,153.0,10.0,2,60000.0,1,0
1065,20000,3,9.8,643.47,2,364.0,3.0,1,95000.0,2,0
1066,12000,3,12.49,401.39,2,190621.0,10.0,1,61000.0,0,0
1067,3000,3,10.9,98.08,2,54.0,0.0,2,20000.0,0,0
1068,10500,3,10.99,343.71,2,32703.0,10.0,0,52000.0,0,0
1069,9250,3,13.66,314.62,3,171094.0,10.0,1,30000.0,1,0
1070,10000,3,17.1,357.03,3,535.0,0.0,1,60000.0,0,0
1071,8000,3,15.99,281.22,3,307.0,4.0,1,40000.0,2,1
1072,6000,3,6.99,185.24,1,100867.0,4.0,0,41591.25,1,0
1073,4800,3,14.31,164.78,3,427.0,2.0,0,42000.0,1,0
1074,14000,3,12.69,469.63,3,60939.0,10.0,0,80000.0,2,0
1075,21575,5,23.91,619.55,7,220500.0,10.0,1,54480.0,1,0
1076,16500,5,22.15,457.13,5,48.0,2.0,0,137000.0,1,1
1077,4000,3,13.49,135.73,3,1423.0,5.0,1,30000.0,1,0
1078,10500,3,12.99,353.74,3,9152.0,3.0,0,48000.0,0,1
1079,12000,5,13.65,277.05,3,10801.0,10.0,1,54000.0,2,0
1080,9600,3,13.98,328.02,3,200431.0,8.0,1,30000.0,1,0
1081,6000,3,6.97,185.19,1,148644.0,10.0,0,66300.0,0,0
1082,9000,3,11.49,296.75,2,4629.0,10.0,1,96000.0,1,0
1083,6000,3,11.55,198.0,2,160923.0,7.0,1,40000.0,0,0
1084,9000,3,9.99,290.37,2,3940.0,10.0,1,62000.0,2,1
1085,12000,5,12.49,269.92,2,793.0,10.0,0,28000.0,0,0
1086,27000,5,14.98,642.05,3,4460.0,2.0,0,97000.0,1,0
1087,9475,3,11.99,314.67,2,1661.0,0.0,1,30000.0,2,1
1088,16950,3,19.05,621.75,4,319580.0,10.0,1,38000.0,2,1
1089,14500,3,7.39,450.31,1,9618.0,10.0,0,93000.0,2,0
1090,24000,5,14.49,564.56,3,32.0,3.0,0,106000.0,1,0
1091,26000,3,12.29,867.18,3,49326.0,2.0,0,65000.0,0,0
1092,12000,3,14.33,412.06,3,270832.0,0.0,0,37500.0,0,0
1093,1600,3,11.99,53.14,2,140218.0,10.0,1,27850.0,1,0
1094,10000,3,11.14,328.06,2,307649.0,4.0,0,54000.0,0,0
1095,14000,3,9.17,446.31,2,2770.0,5.0,0,90000.0,1,1
1096,5000,3,7.39,155.28,1,132.0,10.0,2,51044.0,2,0
1097,5000,3,6.24,152.66,1,50069.0,2.0,0,85000.0,0,0
1098,18825,3,18.25,682.94,4,283465.0,10.0,0,42000.0,2,0
1099,5500,3,10.49,178.74,2,359523.0,3.0,1,45000.0,1,0
1100,24000,5,19.99,635.72,5,132.0,5.0,1,75000.0,1,0
1101,24000,3,9.17,765.1,2,88933.0,2.0,1,60000.0,1,0
1102,16000,3,9.99,516.2,2,65109.0,0.0,1,96000.0,1,0
1103,30775,5,23.88,883.2,5,1550.0,0.0,0,81500.0,2,0
1104,12000,3,13.11,404.97,2,332936.0,9.0,0,55000.0,0,0
1105,15000,3,5.32,451.73,1,4108.0,2.0,0,87000.0,0,0
1106,11250,3,12.39,375.77,3,42157.0,3.0,0,23500.0,2,0
1107,8400,3,6.49,257.42,1,22998.0,10.0,1,76875.0,0,0
1108,30000,3,7.62,934.85,1,330930.0,2.0,0,130000.0,2,0
1109,9000,3,13.99,307.56,3,61101.0,3.0,0,60000.0,2,1
1110,10000,3,13.49,339.31,3,54.0,0.0,0,30000.0,2,0
1111,16000,5,18.25,408.48,4,270776.0,2.0,1,48000.0,2,0
1112,16000,5,19.05,415.49,4,341278.0,6.0,1,75000.0,1,0
1113,25000,5,14.99,594.62,3,695.0,9.0,0,80000.0,0,0
1114,8000,3,12.69,268.36,3,8356.0,4.0,1,45709.0,2,0
1115,1200,3,11.22,39.42,2,10666.0,8.0,0,58000.0,1,0
1116,6400,3,9.75,205.76,2,5584.0,10.0,2,90000.0,1,0
1117,19000,3,10.47,617.28,2,138458.0,0.0,0,100000.0,1,0
1118,4875,3,18.49,177.45,5,14789.0,10.0,1,18000.0,2,0
1119,30000,5,12.99,682.44,3,236.0,10.0,0,85000.0,2,1
1120,21000,3,7.62,654.39,1,344001.0,8.0,0,180000.0,0,0
1121,23000,5,17.27,574.96,4,19870.0,5.0,0,50000.0,1,0
1122,5000,3,13.99,170.87,3,15407.0,8.0,1,52000.0,0,0
1123,40000,3,7.96,1252.72,1,307.0,9.0,0,144000.0,2,0
1124,13850,3,14.65,477.75,3,64791.0,5.0,0,90000.0,0,0
1125,30000,5,12.69,677.85,3,213.0,2.0,1,115000.0,1,1
1126,28000,3,7.91,876.26,1,548.0,10.0,0,205000.0,2,0
1127,18400,5,15.41,441.71,4,54.0,0.0,1,40000.0,0,1
1128,4650,3,18.99,170.43,4,54.0,0.0,1,14557.56,2,0
1129,18000,5,9.99,382.36,2,4297.0,0.0,1,65000.0,0,1
1130,8500,5,15.28,203.47,4,231475.0,4.0,0,54000.0,1,0
1131,15000,5,11.48,329.74,2,169810.0,10.0,2,54000.0,0,0
1132,10000,3,9.45,320.1,2,218922.0,0.0,1,94000.0,0,0
1133,2000,3,11.58,66.03,2,246113.0,1.0,1,28500.0,0,0
1134,13200,5,14.99,313.96,3,54.0,0.0,0,37000.0,2,1
1135,7200,3,13.99,246.05,3,24210.0,5.0,1,48500.0,1,0
1136,17000,5,18.06,432.25,4,598.0,8.0,0,80000.0,2,1
1137,12700,3,10.42,412.31,2,4015.0,10.0,0,67000.0,0,0
1138,25000,3,5.32,752.87,1,20972.0,4.0,2,77000.0,0,0
1139,12000,3,12.49,401.39,2,32.0,3.0,1,35000.0,2,0
1140,12850,5,14.31,301.07,3,355.0,3.0,2,35000.0,1,0
1141,5000,3,11.99,166.05,2,54.0,0.0,0,50000.0,2,1
1142,20000,5,16.24,488.92,3,52011.0,2.0,1,145000.0,2,0
1143,10000,3,9.17,318.79,2,73827.0,5.0,0,195000.0,0,0
1144,4800,3,11.53,158.36,2,152.0,1.0,0,30000.0,1,0
1145,14700,5,17.57,369.86,4,497.0,7.0,1,65000.0,1,0
1146,6000,3,16.02,211.01,3,117973.0,6.0,0,120000.0,1,0
1147,4800,3,7.9,150.2,1,54.0,0.0,0,32000.0,2,0
1148,2000,3,10.99,65.47,2,87341.0,10.0,0,71000.0,0,0
1149,10000,3,9.67,321.13,2,346.0,1.0,1,105000.0,1,0
1150,21000,5,15.61,506.34,3,19.0,4.0,0,140000.0,1,0
1151,26000,3,10.99,851.09,2,94406.0,9.0,0,84000.0,1,0
1152,14400,3,15.1,499.89,3,261469.0,10.0,0,68000.0,2,1
1153,28000,5,12.05,623.56,3,55.0,10.0,0,129105.0,2,0
1154,8000,3,10.16,258.74,2,278182.0,2.0,1,45000.0,0,0
1155,12000,5,15.61,289.34,4,48855.0,0.0,1,47460.0,0,1
1156,20000,5,19.72,526.77,4,339290.0,9.0,1,77425.0,2,0
1157,5000,3,18.99,183.26,4,5707.0,5.0,1,43000.0,1,1
1158,25000,5,18.94,647.69,4,215173.0,10.0,0,168000.0,0,0
1159,12000,3,7.89,375.43,1,1746.0,10.0,0,500000.0,2,0
1160,28000,3,5.32,843.22,1,2247.0,10.0,0,185000.0,0,0
1161,13425,3,15.41,468.09,4,184.0,10.0,0,180000.0,1,0
1162,11575,5,21.6,317.07,5,273465.0,7.0,0,34000.0,2,0
1163,12000,3,14.33,412.06,3,218946.0,1.0,1,106600.0,0,0
1164,30000,3,7.26,929.89,1,10632.0,10.0,0,75000.0,1,0
1165,7900,3,10.42,256.48,2,54.0,0.0,1,12000.0,2,0
1166,22675,5,16.99,563.42,4,2249.0,9.0,2,51604.0,1,1
1167,12000,5,15.99,291.76,3,2330.0,10.0,0,53928.0,0,0
1168,18000,5,16.29,440.51,4,1670.0,5.0,1,85000.0,2,0
1169,5000,3,8.18,157.1,2,29981.0,10.0,1,95000.0,1,0
1170,6000,5,16.89,148.77,4,227924.0,3.0,1,36996.0,0,0
1171,15400,5,13.99,358.26,3,30390.0,4.0,0,48200.0,0,0
1172,26875,5,18.55,690.52,5,2707.0,10.0,0,70000.0,0,0
1173,18225,5,12.99,414.59,3,1634.0,10.0,0,45000.0,0,0
1174,28000,3,6.99,864.44,1,2017.0,2.0,2,166000.0,1,0
1175,5550,3,18.99,203.42,4,1211.0,10.0,0,49000.0,2,1
1176,15000,3,6.08,456.88,1,62.0,9.0,2,156000.0,0,0
1177,5675,3,12.39,189.56,3,182.0,2.0,1,50000.0,1,0
1178,1400,3,11.99,46.5,2,54.0,0.0,1,16500.0,2,0
1179,2075,3,10.99,67.93,2,857.0,1.0,1,50000.0,1,0
1180,15000,3,18.55,546.44,4,219198.0,10.0,2,50000.0,0,0
1181,11825,3,12.99,398.38,2,6380.0,10.0,2,45000.0,1,0
1182,8000,3,19.53,295.4,4,149413.0,4.0,0,68000.0,1,0
1183,12000,3,13.33,406.24,3,97.0,6.0,0,60000.0,1,0
1184,10200,5,12.88,231.46,3,73492.0,3.0,1,55000.0,2,1
1185,5000,3,12.29,166.77,3,38.0,7.0,0,50000.0,1,1
1186,20000,3,12.35,667.64,2,276560.0,3.0,0,80000.0,2,0
1187,32400,3,7.97,1014.85,1,139721.0,3.0,2,78000.0,2,0
1188,4500,3,14.08,153.98,3,13188.0,10.0,0,39000.0,1,0
1189,35000,5,17.99,888.58,4,120249.0,9.0,0,140000.0,0,0
1190,2650,3,7.97,83.01,1,54.0,0.0,1,10000.0,1,0
1191,12000,5,18.24,306.3,4,19.0,0.0,1,45000.0,1,0
1192,3600,3,11.12,118.07,2,54.0,2.0,1,40000.0,0,0
1193,20000,5,12.42,449.15,2,54.0,10.0,1,60000.0,2,0
1194,6000,3,8.24,188.69,2,77050.0,10.0,0,41000.0,1,1
1195,9000,3,17.99,325.33,4,66.0,5.0,1,85000.0,1,0
1196,19700,5,18.49,505.52,5,8478.0,10.0,0,99500.0,1,1
1197,10000,5,12.99,227.48,3,14041.0,3.0,1,110000.0,1,0
1198,25000,5,10.99,543.44,2,548.0,5.0,1,63000.0,1,0
1199,10000,3,10.16,323.43,2,306244.0,10.0,1,55000.0,0,0
1200,3000,3,18.25,108.84,4,49.0,10.0,1,72000.0,2,0
1201,20000,3,9.99,645.25,2,877.0,4.0,0,65000.0,1,0
1202,6000,3,14.65,206.97,3,91769.0,5.0,0,30118.0,2,1
1203,27600,5,30.89,908.11,7,497.0,7.0,0,60000.0,2,0
1204,35000,3,10.42,1136.27,2,38.0,0.0,0,45000.0,2,0
1205,20000,3,9.99,645.25,2,51381.0,10.0,1,110000.0,1,1
1206,2500,3,12.99,84.23,3,8474.0,10.0,1,39970.0,1,0
1207,18075,3,17.77,651.38,4,271376.0,3.0,1,41514.0,1,0
1208,4500,3,7.49,139.96,1,589.0,0.0,1,49000.0,0,0
1209,22000,3,9.93,709.16,2,1293.0,10.0,0,72340.0,1,0
1210,12000,5,20.49,321.21,5,203856.0,0.0,1,60000.0,1,0
1211,16475,5,22.15,456.43,5,1485.0,3.0,1,62000.0,2,0
1212,25000,3,6.68,768.28,1,34718.0,10.0,0,134895.0,1,0
1213,8500,3,16.29,300.06,4,87.0,4.0,0,39000.0,1,1
1214,32225,5,17.14,803.31,4,105008.0,10.0,0,77000.0,2,0
1215,6000,3,11.44,197.69,2,1681.0,6.0,1,75000.0,1,0
1216,21000,3,11.47,692.2,2,38.0,2.0,0,56000.0,0,0
1217,4000,3,12.79,134.38,3,111054.0,3.0,1,36000.0,0,1
1218,35000,5,12.12,780.68,2,335570.0,0.0,0,112000.0,2,0
1219,10000,3,11.99,332.1,3,552.0,10.0,2,70000.0,0,0
1220,15000,3,11.49,494.57,2,199.0,5.0,0,120000.0,0,0
1221,8000,3,14.99,277.29,3,193932.0,3.0,1,31000.0,2,1
1222,5125,3,16.59,181.68,4,202749.0,1.0,1,30000.0,2,0
1223,12000,3,11.67,396.69,2,11345.0,10.0,1,32000.0,0,0
1224,6550,3,9.17,208.81,2,1379.0,10.0,0,35000.0,0,0
1225,10000,3,9.75,321.5,2,54.0,0.0,2,40500.0,1,0
1226,5000,3,7.89,156.43,1,54.0,0.0,0,18200.0,2,1
1227,10000,5,10.99,217.38,2,3740.0,10.0,0,48000.0,1,0
1228,22000,5,8.18,447.98,2,32.0,6.0,1,53040.0,0,0
1229,27000,5,10.99,586.92,2,74427.0,8.0,0,70000.0,1,1
1230,12000,5,16.29,293.67,4,32742.0,4.0,0,62000.0,1,0
1231,13000,3,10.99,425.55,2,203519.0,6.0,0,68000.0,2,1
1232,15000,5,14.65,354.1,3,62218.0,9.0,2,85000.0,2,1
1233,15000,5,16.02,364.94,3,515.0,10.0,0,79000.0,1,0
1234,10000,3,17.99,361.48,4,40976.0,4.0,1,60000.0,0,1
1235,10000,3,10.15,323.38,2,196129.0,10.0,0,39000.0,0,0
1236,10000,3,22.74,385.75,5,42438.0,5.0,1,30000.0,1,0
1237,35000,3,17.77,1261.3,4,224386.0,1.0,2,95000.0,1,0
1238,23600,5,14.49,555.15,3,200637.0,10.0,0,70000.0,1,0
1239,2400,3,13.06,80.94,3,232075.0,6.0,0,30000.0,1,0
1240,16000,5,9.99,339.88,2,385.0,10.0,0,57000.0,2,0
1241,15000,3,6.89,462.41,1,2440.0,5.0,1,40000.0,2,0
1242,14000,5,18.55,359.72,4,151.0,3.0,1,52000.0,2,1
1243,9125,3,13.49,309.62,3,196.0,2.0,2,38147.0,0,0
1244,8400,3,10.42,272.71,2,140696.0,10.0,0,80000.0,1,0
1245,16925,5,24.99,496.68,5,23723.0,10.0,0,48000.0,1,1
1246,5750,3,16.99,204.98,4,14258.0,8.0,0,40000.0,1,0
1247,14750,5,18.99,382.55,5,20113.0,10.0,0,46000.0,0,1
1248,8000,3,11.49,263.78,2,3806.0,3.0,0,40000.0,1,0
1249,6000,3,14.49,206.5,3,2145.0,0.0,0,67000.0,2,1
1250,7900,3,14.49,271.89,3,181562.0,7.0,1,33000.0,1,0
1251,6500,3,9.49,208.19,2,10153.0,10.0,0,58000.0,1,0
1252,25600,5,24.85,749.15,5,693.0,4.0,1,43425.0,2,1
1253,5000,3,17.27,178.94,4,11244.0,9.0,1,90000.0,2,1
1254,35000,5,19.53,918.16,4,1313.0,1.0,0,105000.0,1,0
1255,17000,5,19.72,447.76,4,327467.0,0.0,0,45136.0,2,1
1256,11000,3,7.49,342.12,1,54.0,0.0,1,25000.0,2,0
1257,12000,3,13.99,410.08,3,93950.0,2.0,1,40500.0,1,0
1258,6025,3,15.61,210.67,4,4436.0,10.0,0,51000.0,1,0
1259,20000,3,6.68,614.62,1,54.0,0.0,0,52000.0,2,0
1260,18000,3,6.89,554.89,1,27220.0,10.0,1,80000.0,0,0
1261,2000,3,16.55,70.86,4,11853.0,4.0,1,15000.0,1,0
1262,11000,3,12.62,368.63,3,40511.0,6.0,1,48000.0,0,0
1263,15825,5,19.19,412.17,5,7244.0,3.0,1,32000.0,1,0
1264,17075,5,16.99,424.27,4,1423.0,10.0,0,85000.0,1,0
1265,15000,5,13.98,348.87,3,21644.0,7.0,1,56000.0,1,0
1266,20000,5,8.39,409.28,2,62.0,3.0,0,89500.0,0,0
1267,8800,3,12.29,293.51,3,22.0,4.0,1,36000.0,1,0
1268,21175,5,22.15,586.64,5,2.0,4.0,0,60000.0,1,1
1269,4800,3,7.35,148.98,1,1790.0,4.0,1,40000.0,2,0
1270,21000,5,21.18,570.25,5,188.0,5.0,0,52067.16,1,0
1271,9000,3,6.08,274.13,1,5728.0,5.0,1,77000.0,1,0
1272,19200,5,28.67,605.6,7,39579.0,2.0,2,60000.0,2,1
1273,17000,5,15.8,411.61,3,219923.0,10.0,0,70000.0,2,0
1274,10225,3,15.61,357.52,4,7305.0,2.0,2,45000.0,2,0
1275,8000,3,12.99,269.52,2,1525.0,3.0,0,50000.0,0,0
1276,30000,5,18.2,765.08,5,1588.0,10.0,1,108000.0,2,1
1277,14575,5,12.69,329.32,3,5573.0,0.0,0,31750.0,1,1
1278,1200,3,18.99,43.99,4,157149.0,8.0,1,30000.0,1,1
1279,20000,3,16.29,706.01,4,2588.0,8.0,1,85000.0,1,0
1280,3200,3,13.99,109.36,3,279.0,5.0,1,40000.0,1,0
1281,35000,5,10.99,760.82,2,25948.0,3.0,0,77213.0,1,0
